[metadata_layer] 793 (wallet, market) pairs to score
[metadata_layer] 344/793 (0x11aa25…, us-strikes-iran-by-march-1-2026-) elapsed=78.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 345/793 (0xaa4696…, us-strikes-iran-by-march-1-2026-) elapsed=79.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 346/793 (0x1424a9…, us-strikes-iran-by-march-1-2026-) elapsed=79.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 347/793 (0x9cc5bd…, us-strikes-iran-by-march-1-2026-) elapsed=79.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 348/793 (0x3a4441…, us-strikes-iran-by-march-1-2026-) elapsed=79.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 349/793 (0xd2f888…, us-strikes-iran-by-march-1-2026-) elapsed=79.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 350/793 (0x999f3c…, us-strikes-iran-by-march-1-2026-) elapsed=79.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 351/793 (0x062b87…, us-strikes-iran-by-march-1-2026-) elapsed=80.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 352/793 (0x097ac3…, us-strikes-iran-by-march-1-2026-) elapsed=80.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 353/793 (0x131bcf…, us-strikes-iran-by-march-1-2026-) elapsed=80.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 354/793 (0xc922b1…, us-strikes-iran-by-march-1-2026-) elapsed=80.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 355/793 (0xe6ef1d…, us-strikes-iran-by-march-1-2026-) elapsed=80.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 356/793 (0xdde758…, us-strikes-iran-by-march-1-2026-) elapsed=81.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 357/793 (0x5ecde7…, us-strikes-iran-by-march-1-2026-) elapsed=81.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 358/793 (0x1a4f11…, us-strikes-iran-by-march-1-2026-) elapsed=81.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 359/793 (0x237ec5…, us-strikes-iran-by-march-1-2026-) elapsed=81.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 360/793 (0x6bc74c…, us-strikes-iran-by-march-1-2026-) elapsed=82.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 361/793 (0x7858d0…, us-strikes-iran-by-march-1-2026-) elapsed=82.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 362/793 (0x66d609…, us-strikes-iran-by-march-1-2026-) elapsed=82.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 363/793 (0x2707f2…, us-strikes-iran-by-march-1-2026-) elapsed=82.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 364/793 (0x174b27…, us-strikes-iran-by-march-1-2026-) elapsed=82.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 365/793 (0xe16ff1…, us-strikes-iran-by-march-1-2026-) elapsed=83.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 366/793 (0xf45082…, us-strikes-iran-by-march-1-2026-) elapsed=83.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 367/793 (0xb05dd8…, us-strikes-iran-by-march-1-2026-) elapsed=83.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 368/793 (0x24836f…, us-strikes-iran-by-march-1-2026-) elapsed=83.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 369/793 (0xa9e37d…, us-strikes-iran-by-march-1-2026-) elapsed=84.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 370/793 (0x69ea0d…, us-strikes-iran-by-march-1-2026-) elapsed=84.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 371/793 (0x470a1f…, us-strikes-iran-by-march-1-2026-) elapsed=84.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 372/793 (0x8159e5…, us-strikes-iran-by-march-1-2026-) elapsed=84.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 373/793 (0x18d422…, us-strikes-iran-by-march-1-2026-) elapsed=85.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 374/793 (0xb8b7f0…, us-strikes-iran-by-march-1-2026-) elapsed=85.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 375/793 (0x2f0994…, us-strikes-iran-by-march-1-2026-) elapsed=85.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 376/793 (0x535ec2…, us-strikes-iran-by-march-1-2026-) elapsed=85.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 377/793 (0x0a7932…, us-strikes-iran-by-march-1-2026-) elapsed=85.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 378/793 (0xa7b5bf…, us-strikes-iran-by-march-1-2026-) elapsed=86.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 379/793 (0xcd6be6…, us-strikes-iran-by-march-1-2026-) elapsed=86.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 380/793 (0x75935d…, us-strikes-iran-by-march-1-2026-) elapsed=86.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 381/793 (0xe4e6aa…, us-strikes-iran-by-march-1-2026-) elapsed=86.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 382/793 (0xc2fef0…, us-strikes-iran-by-march-1-2026-) elapsed=87.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 383/793 (0x11a556…, us-strikes-iran-by-march-1-2026-) elapsed=87.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 384/793 (0x48da00…, us-strikes-iran-by-march-1-2026-) elapsed=87.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 385/793 (0xda406e…, us-strikes-iran-by-march-1-2026-) elapsed=87.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 386/793 (0xc360b7…, us-strikes-iran-by-march-1-2026-) elapsed=88.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 387/793 (0x074aad…, us-strikes-iran-by-march-1-2026-) elapsed=88.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 388/793 (0x2ae085…, us-strikes-iran-by-march-1-2026-) elapsed=88.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 389/793 (0x1b7401…, us-strikes-iran-by-march-1-2026-) elapsed=88.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 390/793 (0x1f85e6…, us-strikes-iran-by-march-1-2026-) elapsed=88.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 391/793 (0x470e17…, us-strikes-iran-by-march-1-2026-) elapsed=89.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 392/793 (0x2d4e90…, us-strikes-iran-by-march-1-2026-) elapsed=89.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 393/793 (0x951417…, us-strikes-iran-by-march-1-2026-) elapsed=89.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 394/793 (0xd8e4d1…, us-strikes-iran-by-march-1-2026-) elapsed=89.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 395/793 (0x8cf4d3…, us-strikes-iran-by-march-1-2026-) elapsed=89.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 396/793 (0xed521b…, us-strikes-iran-by-march-1-2026-) elapsed=90.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 397/793 (0x9d3ff4…, us-strikes-iran-by-march-1-2026-) elapsed=90.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 398/793 (0xc11598…, us-strikes-iran-by-march-1-2026-) elapsed=90.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 399/793 (0x1a5751…, us-strikes-iran-by-march-1-2026-) elapsed=90.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 400/793 (0xe0afeb…, us-strikes-iran-by-march-1-2026-) elapsed=91.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 401/793 (0x77b0b8…, us-strikes-iran-by-march-1-2026-) elapsed=91.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 402/793 (0x57e862…, us-strikes-iran-by-march-1-2026-) elapsed=91.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 403/793 (0x1c0ad0…, us-strikes-iran-by-march-1-2026-) elapsed=91.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 404/793 (0xd3ae24…, us-strikes-iran-by-march-1-2026-) elapsed=91.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 405/793 (0x2beac0…, us-strikes-iran-by-march-1-2026-) elapsed=92.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 406/793 (0xa51d98…, us-strikes-iran-by-march-1-2026-) elapsed=92.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 407/793 (0x6f01ee…, us-strikes-iran-by-march-1-2026-) elapsed=92.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 408/793 (0xdf409e…, us-strikes-iran-by-march-1-2026-) elapsed=92.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 409/793 (0x0aae5c…, us-strikes-iran-by-march-1-2026-) elapsed=92.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 410/793 (0xa175b0…, us-strikes-iran-by-march-1-2026-) elapsed=93.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 411/793 (0xddfe9c…, us-strikes-iran-by-march-1-2026-) elapsed=93.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 412/793 (0x82ed24…, us-strikes-iran-by-march-1-2026-) elapsed=93.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 413/793 (0xc0292a…, us-strikes-iran-by-march-1-2026-) elapsed=93.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 414/793 (0xdcce3b…, us-strikes-iran-by-march-1-2026-) elapsed=93.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 415/793 (0x2b6072…, us-strikes-iran-by-march-1-2026-) elapsed=93.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 416/793 (0x26ecf4…, us-strikes-iran-by-march-1-2026-) elapsed=94.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 417/793 (0x19c97e…, us-strikes-iran-by-march-1-2026-) elapsed=94.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 418/793 (0xf769c6…, us-strikes-iran-by-march-1-2026-) elapsed=94.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 419/793 (0xf3aaa1…, us-strikes-iran-by-march-1-2026-) elapsed=94.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 420/793 (0x770569…, us-strikes-iran-by-march-1-2026-) elapsed=95.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 421/793 (0x0800af…, us-strikes-iran-by-march-1-2026-) elapsed=95.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 422/793 (0xa5ed94…, us-strikes-iran-by-march-1-2026-) elapsed=95.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 423/793 (0xfadf88…, us-strikes-iran-by-march-1-2026-) elapsed=95.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 424/793 (0x8ca197…, us-strikes-iran-by-march-1-2026-) elapsed=95.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 425/793 (0xc89dc6…, us-strikes-iran-by-march-1-2026-) elapsed=96.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 426/793 (0x16bd7c…, us-strikes-iran-by-march-1-2026-) elapsed=96.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 427/793 (0x80b6ec…, us-strikes-iran-by-march-1-2026-) elapsed=96.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 428/793 (0x770ee3…, us-strikes-iran-by-march-1-2026-) elapsed=96.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 429/793 (0xa50c5c…, us-strikes-iran-by-march-1-2026-) elapsed=96.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 430/793 (0x23f77f…, us-strikes-iran-by-march-1-2026-) elapsed=97.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 431/793 (0x94bde0…, us-strikes-iran-by-march-1-2026-) elapsed=97.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 432/793 (0xcb2ff2…, us-strikes-iran-by-march-1-2026-) elapsed=97.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 433/793 (0x470886…, us-strikes-iran-by-march-1-2026-) elapsed=97.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 434/793 (0x50b0b5…, us-strikes-iran-by-march-1-2026-) elapsed=97.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 435/793 (0xab4626…, us-strikes-iran-by-march-1-2026-) elapsed=98.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 436/793 (0x58804e…, us-strikes-iran-by-march-1-2026-) elapsed=98.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 437/793 (0x6acee3…, us-strikes-iran-by-march-1-2026-) elapsed=98.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 438/793 (0xeecbf2…, us-strikes-iran-by-march-1-2026-) elapsed=98.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 439/793 (0x79963f…, us-strikes-iran-by-march-1-2026-) elapsed=98.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 440/793 (0x0f2140…, us-strikes-iran-by-march-1-2026-) elapsed=99.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 441/793 (0x22d080…, us-strikes-iran-by-march-1-2026-) elapsed=99.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 442/793 (0x8e5882…, us-strikes-iran-by-march-1-2026-) elapsed=99.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 443/793 (0x82c39b…, us-strikes-iran-by-march-1-2026-) elapsed=99.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 444/793 (0x95bd10…, us-strikes-iran-by-march-1-2026-) elapsed=99.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 445/793 (0x5e0b01…, us-strikes-iran-by-march-1-2026-) elapsed=100.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 446/793 (0x344c50…, us-strikes-iran-by-march-1-2026-) elapsed=100.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 447/793 (0x943117…, us-strikes-iran-by-march-1-2026-) elapsed=100.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 448/793 (0xf37af1…, us-strikes-iran-by-march-1-2026-) elapsed=101.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 449/793 (0x45f402…, us-strikes-iran-by-march-1-2026-) elapsed=101.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 450/793 (0x4ec2f1…, us-strikes-iran-by-march-1-2026-) elapsed=101.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 451/793 (0xb390ae…, us-strikes-iran-by-march-1-2026-) elapsed=101.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 452/793 (0x3e5458…, us-strikes-iran-by-march-1-2026-) elapsed=101.6s
[metadata_layer] 453/793 (0xa34d11…, us-strikes-iran-by-march-1-2026-) elapsed=101.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 454/793 (0xb7200e…, us-strikes-iran-by-march-1-2026-) elapsed=102.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 455/793 (0x421b26…, us-strikes-iran-by-march-1-2026-) elapsed=102.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 456/793 (0xab54f4…, us-strikes-iran-by-march-1-2026-) elapsed=102.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 457/793 (0xfffee3…, us-strikes-iran-by-march-1-2026-) elapsed=102.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 458/793 (0xdad424…, us-strikes-iran-by-march-1-2026-) elapsed=102.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 459/793 (0xe1bdfa…, us-strikes-iran-by-march-1-2026-) elapsed=103.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 460/793 (0xeee545…, us-strikes-iran-by-march-1-2026-) elapsed=103.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 461/793 (0x65387d…, us-strikes-iran-by-march-1-2026-) elapsed=103.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 462/793 (0xe85f14…, us-strikes-iran-by-march-1-2026-) elapsed=103.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 463/793 (0x244cde…, us-strikes-iran-by-march-1-2026-) elapsed=103.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 464/793 (0x62730f…, us-strikes-iran-by-march-1-2026-) elapsed=103.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 465/793 (0xcb8ed9…, us-strikes-iran-by-march-1-2026-) elapsed=104.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 466/793 (0xf1d54d…, us-strikes-iran-by-march-1-2026-) elapsed=104.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 467/793 (0x613023…, us-strikes-iran-by-march-1-2026-) elapsed=104.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 468/793 (0xeb1cdc…, us-strikes-iran-by-march-1-2026-) elapsed=104.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 469/793 (0xf1a1bc…, us-strikes-iran-by-march-1-2026-) elapsed=104.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 470/793 (0x1270fc…, us-strikes-iran-by-march-1-2026-) elapsed=105.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 471/793 (0xc433b9…, us-strikes-iran-by-march-1-2026-) elapsed=105.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 472/793 (0x6195e4…, us-strikes-iran-by-march-1-2026-) elapsed=105.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 473/793 (0x9c4abb…, us-strikes-iran-by-march-1-2026-) elapsed=105.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 474/793 (0xeff07c…, us-strikes-iran-by-march-1-2026-) elapsed=105.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 475/793 (0xe8f348…, us-strikes-iran-by-march-1-2026-) elapsed=106.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 476/793 (0x792649…, us-strikes-iran-by-march-1-2026-) elapsed=106.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 477/793 (0x5e0021…, us-strikes-iran-by-march-1-2026-) elapsed=106.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 478/793 (0x0ef76c…, us-strikes-iran-by-march-1-2026-) elapsed=106.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 479/793 (0xe39783…, us-strikes-iran-by-march-1-2026-) elapsed=106.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 480/793 (0x37d10f…, us-strikes-iran-by-march-1-2026-) elapsed=107.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 481/793 (0xc02147…, us-strikes-iran-by-march-1-2026-) elapsed=107.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 482/793 (0x4e617e…, us-strikes-iran-by-march-1-2026-) elapsed=107.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 483/793 (0x37a475…, us-strikes-iran-by-march-1-2026-) elapsed=107.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 484/793 (0xd62840…, us-strikes-iran-by-march-1-2026-) elapsed=107.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 485/793 (0xe492cf…, us-strikes-iran-by-march-1-2026-) elapsed=108.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 486/793 (0xf33d2a…, us-strikes-iran-by-march-1-2026-) elapsed=108.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 487/793 (0xd9edd8…, us-strikes-iran-by-march-1-2026-) elapsed=108.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 488/793 (0xd27b64…, us-strikes-iran-by-march-1-2026-) elapsed=108.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 489/793 (0x811fe3…, us-strikes-iran-by-march-1-2026-) elapsed=108.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 490/793 (0x742406…, us-strikes-iran-by-march-1-2026-) elapsed=109.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 491/793 (0x1c266d…, us-strikes-iran-by-march-1-2026-) elapsed=109.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 492/793 (0x06da66…, us-strikes-iran-by-march-1-2026-) elapsed=109.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 493/793 (0x03e41e…, us-strikes-iran-by-march-1-2026-) elapsed=109.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 494/793 (0x8f9bda…, us-strikes-iran-by-march-1-2026-) elapsed=109.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 495/793 (0x803f50…, us-strikes-iran-by-march-1-2026-) elapsed=110.0s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 496/793 (0x31ca2f…, us-strikes-iran-by-march-1-2026-) elapsed=110.2s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 497/793 (0x9c65e7…, us-strikes-iran-by-march-1-2026-) elapsed=110.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 498/793 (0xdbb4a2…, us-strikes-iran-by-march-1-2026-) elapsed=110.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 499/793 (0x882e3b…, us-strikes-iran-by-march-1-2026-) elapsed=110.8s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 500/793 (0x200feb…, us-strikes-iran-by-march-1-2026-) elapsed=111.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 501/793 (0x82c762…, us-strikes-iran-by-march-1-2026-) elapsed=111.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 502/793 (0xe397a5…, us-strikes-iran-by-march-1-2026-) elapsed=111.5s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 503/793 (0x230725…, us-strikes-iran-by-march-1-2026-) elapsed=111.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 504/793 (0x702226…, us-strikes-iran-by-march-1-2026-) elapsed=111.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 505/793 (0xfc8dce…, us-strikes-iran-by-march-1-2026-) elapsed=112.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 506/793 (0xdb1b12…, us-strikes-iran-by-march-1-2026-) elapsed=112.4s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 507/793 (0x7e80fc…, us-strikes-iran-by-march-1-2026-) elapsed=112.6s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 508/793 (0x0329d8…, us-strikes-iran-by-march-1-2026-) elapsed=112.7s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 509/793 (0x60b41c…, us-strikes-iran-by-march-1-2026-) elapsed=112.9s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 510/793 (0xabdb30…, us-strikes-iran-by-march-1-2026-) elapsed=113.1s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
[metadata_layer] 511/793 (0xb59b57…, us-strikes-iran-by-march-1-2026-) elapsed=113.3s ERR: JSONDecodeError: Expecting value: line 1 column 1 (char 0)
